,CY0002R,CY0004A,CY0006A,10m_u_component_of_wind,10m_v_component_of_wind,2m_dewpoint_temperature,2m_temperature,evaporation_from_bare_soil,evaporation_from_open_water_surfaces_excluding_oceans,evaporation_from_the_top_of_canopy,evaporation_from_vegetation_transpiration,forecast_albedo,lake_bottom_temperature,lake_ice_depth,lake_ice_temperature,lake_mix_layer_depth,lake_mix_layer_temperature,lake_shape_factor,lake_total_layer_temperature,leaf_area_index_high_vegetation,leaf_area_index_low_vegetation,potential_evaporation,runoff,skin_reservoir_content,skin_temperature,snow_albedo,snow_cover,snow_density,snow_depth,snow_depth_water_equivalent,snow_evaporation,snowfall,snowmelt,soil_temperature_level_1,soil_temperature_level_2,soil_temperature_level_3,soil_temperature_level_4,sub_surface_runoff,surface_latent_heat_flux,surface_net_solar_radiation,surface_net_thermal_radiation,surface_pressure,surface_runoff,surface_sensible_heat_flux,surface_solar_radiation_downwards,surface_thermal_radiation_downwards,temperature_of_snow_layer,total_evaporation,total_precipitation,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,volumetric_soil_water_layer_3,volumetric_soil_water_layer_4,CY0002R-1,CY0004A-1,CY0006A-1
0,0.6863544564141462,0.5013465624419376,0.3911442512664534,0.3107049610231541,0.45922281599872616,0.6469129468103301,0.2730618428667104,0.7545259218607835,0.7742833080039845,0.9582504785491582,0.8784632930459029,0.11664824766240028,0.40709570159106906,0.0,0.5018315018314898,0.4021549999851548,0.12330754352030948,0.9999886927151102,0.27836448950399206,0.23647412819347932,0.248868778280543,0.8854770540814854,0.0034201685490549967,0.3792232989965833,0.26927523032192524,0.9999893458353573,0.0,3.054863934434946e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.19275894798077217,0.20848901970460715,0.19077906287613566,0.4803936856392993,0.0020773773463245203,0.757184741778064,0.3180256769006433,0.5818406669796545,0.6264202513944287,0.0034620986445801703,0.7462333845630398,0.30517232260747035,0.3539100153888986,0.5436475021197781,0.7571848046667732,0.038511851498604935,0.7399889164650375,0.7192470787339416,0.7242751550059151,0.21138840863835423,0.6863544564141462,0.5013465624419376,0.3911442512664534
1,0.6516525045223762,0.5161336017625058,0.4063311021538882,0.319245470410391,0.5151967865334132,0.7030528476141611,0.28021106292223963,0.9074069865888535,0.8985874574250042,0.6248733459709187,0.9157565460525686,0.12356964765701946,0.40709570159106906,0.0,0.04395604395604501,0.3781485167282443,0.12558649481969472,0.9999886927151102,0.2779623147813568,0.24620921580250402,0.2594268476621418,0.9330333920046758,0.010040282688714949,0.4275885914529645,0.2525909652753104,0.9999893458353573,0.0,3.054863934434946e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.18049967851566087,0.20893404772815397,0.18470590391700423,0.47232730326541095,0.0021605428065027002,0.7193460426458181,0.252323075115512,0.6799633661567326,0.7313003543676206,0.010298253200341289,0.7949738628021695,0.24238107637525402,0.4298334552882891,0.5317426543489897,0.7193459640758535,0.11561616226653114,0.8425502327478885,0.7335609751451143,0.7251920982821164,0.21516029521694027,0.6863544564141462,0.5013465624419376,0.3911442512664534
2,0.625524927690111,0.5649214130239981,0.45643803692899165,0.41914328848765803,0.444296423856143,0.6443436416499526,0.3136000988341472,0.7777025666765301,0.8165715943543332,0.782667021264235,0.9212814724239264,0.13049096501200175,0.4073273349916899,0.0,0.6886446886446811,0.27437365556071347,0.1398443035792941,0.9921780882011914,0.27820064054291843,0.2557673018186374,0.26998491704374056,0.8966798790230105,0.0004927007013308626,0.047650551724364276,0.30570387681467653,0.9980456970887961,0.0,0.001846671464218563,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.21568537399344784,0.22582748775071382,0.18038626268550934,0.46412868511490146,0.0022173652806034986,0.6988656361148575,0.3051148240451062,0.6465032460791352,0.7945780164947799,0.00043837916130675894,0.7820635278814289,0.29311142830395026,0.43582731375058475,0.6349180016958225,0.698865534602418,0.005747504508396184,0.8139269537598584,0.7766730679073373,0.7290799377732101,0.21893873589905122,0.6516525045223762,0.5161336017625058,0.4063311021538882
3,0.6195390432146076,0.5239509537223297,0.41435981946333006,0.5404774893466514,0.4651364313681318,0.6402467465833295,0.2569525270981124,0.771852380939255,0.8208698230469521,0.8559604260481091,0.8995270748367048,0.13724311903402467,0.4083310797277134,0.0,0.38461538461539385,0.17528993471316434,0.15751575157515751,0.9989655783857622,0.2760259179686685,0.2654433888966983,0.277526395173454,0.9139106674703807,0.010359427019029949,0.6664374668003071,0.2619764898988635,0.9999893458353573,0.0,3.054863934434946e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.19947337803496526,0.22560717684796786,0.17806453189630417,0.45597729402747095,0.0022741877547042973,0.7387014225060143,0.28439617486576835,0.6470941277608525,0.5969743679384704,0.010621460563820746,0.7785110855067554,0.27342800520208704,0.43313908415434776,0.41666245923136846,0.7387012560471998,0.108789311407564,0.8800951943665842,0.7692539604268208,0.7324909667606792,0.22257407865420165,0.625524927690111,0.5649214130239981,0.45643803692899165
4,0.6093468615401016,0.46423768669477944,0.35303202674639406,0.7758882559653659,0.456988798319679,0.5578540665764883,0.2469228118314878,0.8107340689282562,0.7976998211211579,0.7420696097257075,0.7900644711041769,0.14416451902864202,0.40867852982864455,0.0,0.5238095238095123,0.430472774143425,0.11456996763506137,0.9999886927151102,0.26819095855732966,0.2750604754437954,0.2865761689291101,0.8559470400735368,0.0010442317465032271,0.02901087301835826,0.2192824865259797,0.9999893458353573,0.0,1.5275531743843884e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.158311135605156,0.2124237724276499,0.1762193669006727,0.44800536577974054,0.0023595303211698644,0.6786592386548931,0.25902303013484557,0.5963650697730392,0.3716887285671153,0.0010014454138236248,0.8041212755185307,0.2491836623708955,0.3518688603082862,0.3174553944747985,0.6786593799055801,0.012834002850533011,0.831422579868715,0.8032429104214832,0.7391663138114248,0.22648906315974823,0.6195390432146076,0.5239509537223297,0.41435981946333006
5,0.587344691576089,0.3695817980503783,0.2558168347599482,0.7051759729296082,0.5367153134868264,0.520857627065939,0.22964634281144136,0.7784305960414677,0.7637139698348848,0.8631849059507907,0.8066392502182504,0.1510859190232618,0.4088329520957251,0.0,0.4432234432234388,0.5465737489452398,0.10158090277112818,0.9999886927151102,0.26022194090511247,0.2847365625218563,0.2971342383107089,0.8653390923274623,0.002909592474018447,0.31115941985006346,0.21203378888950053,0.9999893458353573,0.0,1.5275531743843884e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.15260096139126175,0.19402340583030772,0.1702745141167342,0.4399767650563154,0.0024446551770066927,0.7090892007383642,0.2723499262608392,0.6290784263694534,0.2517122471356608,0.0029247519373563156,0.7808685277958194,0.2621010223193016,0.3722615678663155,0.563488915071092,0.7090892910289133,0.03472348754920414,0.8131010732727322,0.7893877927414374,0.74424617956158,0.230683689415691,0.6093468615401016,0.46423768669477944,0.35303202674639406
6,0.6175976752766065,0.39962680151064095,0.28667419420639223,0.9468234253597668,0.3715778983237314,0.4934232007089883,0.17552164272756238,0.8470321751528569,0.7782917044183085,0.6167215995209505,0.7265278178335612,0.1580073190178816,0.4088329520957251,0.0,0.7326007326007262,0.7301929579071154,0.08912806174234444,0.9999886927151102,0.2532955984597274,0.29441264959991725,0.30618401206636503,0.8333575028666168,0.019389377404126565,0.15787017530915984,0.1643079833257435,0.9999893458353573,0.0,1.5275531743843884e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,1.6125432155889632e-06,0.1218976761274915,0.18907522295463358,0.16450684605091923,0.43190093726981127,0.00252999774347226,0.6137472766458064,0.2819638883917615,0.6473565882043605,0.20419838230386625,0.019938543409779005,0.7672702679883908,0.27144503558897765,0.38510766116038475,0.31348711189931866,0.6137471660704779,0.17693128158196855,0.9079795276556067,0.8839281620153004,0.755836342572765,0.23487831567163378,0.587344691576089,0.3695817980503783,0.2558168347599482
7,0.687810482367647,0.6818049531029087,0.5764818709847278,0.744031201914714,0.34975358271111745,0.31174883778783213,0.10458538425025847,0.7569152723733463,0.7109475192095864,0.9743443432780586,0.5856421953639354,0.16475947303990207,0.4088329520957251,0.0,0.5970695970695873,0.8129241612829873,0.07511442633625065,0.9999883028087346,0.22351977362462033,0.30408873667797814,0.3152337858220211,0.8309518752885579,0.00038907980953146223,0.016440582154976967,0.12427875833837931,0.9999893458353573,0.0,1.5275531743843884e-07,8.450000383672303e-25,4.349924420901884e-25,0.929959934006727,0.0,0.0,0.07718992070052969,0.14291127639324616,0.1541140458602929,0.42385344572115446,0.0026021318623420248,0.7267048637686719,0.21633809871007176,0.5274381566237234,0.3455799392966677,0.00031577620231291775,0.8242204354994541,0.20867473481164245,0.2156198276134714,0.4126941766411057,0.7267046979768222,0.003845992942391859,0.839659651042947,0.8551373388938577,0.7695904917157853,0.23976876925180457,0.6175976752766065,0.39962680151064095,0.28667419420639223
8,0.6562632533751288,0.5545610669843809,0.4457975681350095,0.5623108601358674,0.06955064674489567,0.18112629631357183,0.052742972697066834,0.7855648646338044,0.7273960809576411,0.6878337302039362,0.4364691833372726,0.45855279658827797,0.4635370402090058,0.0,0.35164835164836006,0.9194339382645965,0.06040657257215083,0.48406418672899665,0.186713338823445,0.3137058232250753,0.32428355957767724,0.7728235973475516,0.003973463342120493,0.07748886615708168,0.08220778765844797,0.8589016838521998,0.8775331935709294,0.6480294025734369,0.9097705146036233,0.737939744609377,0.31750538240491477,1.0,0.3810867475088837,0.026998560974862987,0.07366315344213754,0.13400663526220283,0.4153242381290922,0.0027006828764033937,0.5860692676452798,0.3358303648218021,0.4657233315192134,0.42292106977705035,0.0040122046553195635,0.7367226498681347,0.3307272126803545,0.06052828481006986,0.44840871995347087,0.587054157597119,0.06808286601482084,0.8482444613696531,0.8325261014311536,0.7772561375048282,0.2446624998837383,0.687810482367647,0.6818049531029087,0.5764818709847278
9,0.620267056191358,0.4738445529861205,0.3628986432271647,0.607351226345257,0.3355501654971816,0.2655868588398091,0.13622206472336193,0.6675805068269747,0.7160937909985077,0.9989534015250554,0.6353665327061563,0.37365825644843437,0.4116125529031748,0.0,0.3919413919414013,0.9467451114635185,0.04935653139782063,0.11968576143292252,0.15400312804911034,0.32338191030313623,0.334841628959276,0.8277642714173679,0.000995754994643155,2.562538852418211e-16,0.16560909577688923,0.729087397679537,0.6199336128581412,0.6580387863705042,0.6347357440890149,0.5116276122468629,0.7688289598682783,0.0,0.6812300079430997,0.06846391721012829,0.05031901018717614,0.10683016539276964,0.40642665944501394,0.0028151986671199453,0.7041184358110555,0.3951751620883642,0.38923430384787144,0.6338572041507096,0.0009356932276382784,0.7227003262911865,0.3866577566974377,0.007786467984595801,0.3412650900163753,0.7043777463950633,0.0,0.8056898825856263,0.8140700884760883,0.7820975980031714,0.24969605139086964,0.6562632533751288,0.5545610669843809,0.4457975681350095
